Категория,Наименование,Артикул (номер в каталоге),Модели машин,Цвет,Ед. измерения,Цена оптовая,Цена закупочная,Цена для сервисов,Цена для розницы,Профит с сервисов,Профит с розницы
Решетки радиатора,Решетка бампера (ВАЗ),,1118,,шт,250,270,300,350,30,80
Решетки радиатора,Решетка радиатора (ВАЗ),,1118,,шт,300,324,350,400,26,76
Решетки радиатора,Решетка радиатора (ВАЗ) ,8401014,2105,,шт.,70,75.6,80,100,4.40000000000001,24.4
Решетки радиатора,Решетка радиатора (кооп),,2105,,шт.,40,43.2,50,70,6.8,26.8
Решетки радиатора,Решетка радиатора (ВАЗ),,2106,,шт,230,248.4,250,300,1.59999999999999,51.6
Решетки радиатора,Решетка радиатора (кооп),,2106,,шт,80,86.4,100,150,13.6,63.6
Решетки радиатора,Решетка радиатора хром завод верх ,8402104,2107,,шт.,140,151.2,160,200,8.80000000000001,48.8
Решетки радиатора,Решетка радиатора хром завод низ ,8401014,2107,,шт.,510,550.8,540,600,-10.8,49.2
Решетки радиатора,Решетка радиатора черная верх ,8402104,2107,,шт.,40,43.2,50,80,6.8,36.8
Решетки радиатора,Решетка радиатора черная низ ,8401014,2107,,шт.,180,194.4,200,220,5.59999999999999,25.6
Решетки радиатора,Решетка радиатора (ВАЗ),,2109,,шт.,90,97.2,100,120,2.8,22.8
Решетки радиатора,Решетка радиатора (кооп),,2109,,шт.,40,43.2,50,70,6.8,26.8
Решетки радиатора,Решетка радиатора (ВАЗ),,2110,,шт.,230,248.4,250,300,1.59999999999999,51.6
Решетки радиатора,Решетка радиатора (Нижнекамск),,2110,,шт,120,129.6,150,200,20.4,70.4
Решетки радиатора,Решетка радиатора (цвет),,2110,,шт,250,270,300,350,30,80
Решетки радиатора,Решетка радиатора (М),,21103,,шт.,500,540,550,600,10,60
Решетки радиатора,Решетка радиатора верх (широкая) ,8401032,2114 2115,,шт.,120,129.6,130,150,0.400000000000006,20.4
Решетки радиатора,Решетка радиатора нижн (узкая) ,8401014,2114 2115,,шт.,110,118.8,120,150,1.2,31.2
Решетки радиатора,Решетка радиатора нижн (узкая),,2114 2115,Кварц,шт,150,162,200,250,38,88
Решетки радиатора,Решетка радиатора (Надежда) нового образца,,2120,,шт.,900,972,1000,1100,28,128
Решетки радиатора,Решетка радиатора (Надежда) старого образца,,2120,,шт.,500,540,550,600,10,60
Решетки радиатора,Решетка радиатора ,8401014,2121,,шт.,170,183.6,180,200,-3.59999999999999,16.4
Решетки радиатора,Решетка радиатора ,,2123,,шт,550,594,600,700,6,106
Поперечины,Рога в сборе (поперечина в сборе) ,5100022,2101,,шт.,1300,1404,1450,1600,46,196
Поперечины,Рога в сборе (поперечина в сборе) ,5101270,2121,,шт.,850,918,1000,1200,82,282
Бампер задний,Сабля (накладка бампера) задняя,2804050,2107,,шт.,330,356.4,350,400,-6.39999999999998,43.6
Бампер передний,Сабля (накладка бампера) передняя,2803050,2107,,шт.,330,356.4,350,400,-6.39999999999998,43.6
Скелеты,Скелет (панель боковая внутреняя) правый,5401092,2104,,шт.,350,378,400,450,22,72
Скелеты,Скелет (панель боковая внутреняя) левый,5401093,2108,,шт.,620,669.6,700,750,30.4,80.4
Скелеты,Скелет (панель боковая внутреняя) правый,5401092,2108,,шт.,370,399.6,400,500,0.399999999999977,100.4
Скелеты,Скелет (панель боковая внутреняя) левый,5401093,2109,,шт.,500,540,550,600,10,60
Скелеты,Скелет (панель боковая внутреняя) правый,5401092,2109,,шт.,450,486,500,550,14,64
Скелеты,Скелет (панель боковая внутреняя) левый,5401093,21099,,шт.,550,594,600,650,6,56
Скелеты,Скелет (панель боковая внутреняя) правый,5401092,21099,,шт.,450,486,500,550,14,64
Скелеты,Скелет (панель боков внутр) левый в сборе ,5401171,2111,,шт,820,885.6,900,1000,14.4,114.4
Скелеты,Скелет (панель боков внутр) правый в сборе ,5401170,2111,,шт,720,777.6,800,900,22.4,122.4
Скелеты,Скелет (панель боков внутр) левый в сборе ,5401171,2112,,шт.,770,831.6,850,900,18.4,68.4
Скелеты,Скелет (панель боков внутр) правый в сборе ,5401170,2112,,шт.,730,788.4,800,850,11.6,61.6
Скелеты,Скелет (панель боков внутр) в сборе левый,5401051,21213,,шт.,1000,1080,1100,1200,20,120
Скелеты,Скелет (панель боков внутр) в сборе правый,5401050,21213,,шт.,800,864,900,1000,36,136
Скелеты,Скелет (панель боков внутр) голый левый,5401063,21213,,шт.,630,680.4,700,800,19.6,119.6
Скелеты,Скелет (панель боков внутр) голый правый,5401062,21213,,шт.,600,648,700,800,52,152
Скелеты,Скелет (панель боков внутр) в сборе левый,5401091,2123,,шт,1150,1242,1300,1500,58,258
Скелеты,Скелет (панель боков внутр) в сборе правый,5401090,2123,,шт,1100,1188,1300,1500,112,312
Скелеты,Скелет (Кедр) (панель боков внутр) правый,,2131,,шт,,0,,,0,0
Бампера задние,Скоба кронштейна бампера задняя левая ,2804035,2105,,шт.,30,32.4,40,50,7.6,17.6
Бампера задние,Скоба кронштейна бампера задняя правая ,2804034,2105,,шт.,30,32.4,40,50,7.6,17.6
Бампер передний,Скоба кронштейна бампера передняя левая ,2803037,2105,,шт.,30,32.4,40,50,7.6,17.6
Бампер передний,Скоба кронштейна бампера передняя правая ,2803036,2105,,шт.,30,32.4,40,50,7.6,17.6
Соединители,Соединитель перед лонжер с топором (пятка) ,5301195,2101,,шт,50,54,70,100,16,46
Соединители,Соединитель перед лонжерона (боковой) левый,8401099,2108,,шт.,50,54,70,100,16,46
Соединители,Соединитель перед лонжерона (боковой) правый,8401098,2108,,шт.,50,54,70,100,16,46
Соединители,Соединитель перед лонжерона (пятак) левый,8403315,2108,,шт.,40,43.2,50,100,6.8,56.8
Соединители,Соединитель перед лонжерона (пятак) правый,8403314,2108,,шт.,40,43.2,50,100,6.8,56.8
Соединители,Соединитель перед лонжерона в сборе левый (лодочка) ,8403295,2110,,шт.,200,216,250,300,34,84
Соединители,Соединитель перед лонжерона в сборе правый (лодочка) ,8403294,2110,,шт.,200,216,250,300,34,84
Соединители,Соединитель перед лонжерона левый (квадратн.) ,8403423,2110,,шт.,80,86.4,100,150,13.6,63.6
Соединители,Соединитель перед лонжерона правый (квадратн.) ,8403422,2110,,шт.,80,86.4,100,150,13.6,63.6
Соединители,Соединитель поддомкратника с порогом левый,5101341,2121,,шт,70,75.6,100,150,24.4,74.4
Соединители,Соединитель поддомкратника с порогом правый,5101340,2121,,шт,70,75.6,100,150,24.4,74.4
Соединители,Соединитель порога,5101068-69,2101,,шт.,35,37.8,40,50,2.2,12.2
Соединители,Соединитель порога ,5101067,2108,,шт,30,32.4,40,50,7.6,17.6
Соединители,Соединитель порога (усилитель внутр) левый,5101067,2110,,шт.,280,302.4,300,350,-2.39999999999998,47.6
Соединители,Соединитель порога (усилитель внутр) правый ,5101066,2110,,шт.,280,302.4,300,350,-2.39999999999998,47.6
Соединители,Соединитель порога левый,5101253,2121,,шт.,70,75.6,100,150,24.4,74.4
Соединители,Соединитель порога правый ,5101252,2121,,шт.,70,75.6,100,150,24.4,74.4
Соединители,Соединитель средней стойки нижний ,5101106,2101,,шт,30,32.4,40,50,7.6,17.6
Соединители,Соединитель средней стойки (накладка боковины) ,5401316,2110,,шт.,50,54,80,100,26,46
Соединители,Соединитель форточки правый ,5401378,2110,,шт.,40,43.2,60,100,16.8,56.8
Стаканы,Стакан брызговика (столбик) в сборе левый,5301065,2101,,шт.,300,324,350,400,26,76
Стаканы,Стакан брызговика (столбик) в сборе правый ,5301064,2101,,шт.,300,324,350,400,26,76
Стаканы,Стакан задних пружин в сборе левый,5100059,2101,,шт.,170,183.6,200,250,16.4,66.4
Стаканы,Стакан задних пружин в сборе правый ,5100058,2101,,шт.,170,183.6,200,250,16.4,66.4
Стаканы,Стакан брызговика левый,8403393,2108,,шт.,220,237.6,250,300,12.4,62.4
Стаканы,Стакан брызговика правый ,8403392,2108,,шт.,250,270,300,350,30,80
Стаканы,Стакан брызговика передний правый (с кронштейном) ,8403380,2110,,шт.,1800,1944,2000,2200,56,256
Стаканы,Стакан задних пружин в сборе лев,5101211,2121,,шт,200,216,250,300,34,84
Стаканы,Стакан задних пружин в сборе правый ,5101210,2121,,шт.,200,216,250,300,34,84
Стойки,Стойка зад окна правая,5401080,2104,,шт.,70,75.6,100,150,24.4,74.4
Стойки,Стойка рамы ветрового окна внутр левая,5201027,2123,,шт,200,216,250,300,34,84
Стойки,Стойка рамы ветрового окна внутр правая,5201026,2123,,шт,200,216,250,300,34,84
Стойки,Стойка крыши задняя наружная левая,5701013,2104,,шт.,100,108,120,150,12,42
Стойки,Стойка крыши задняя наружня правая,5701014,2104,,шт.,100,108,120,150,12,42
Стойки,Стойка крыши левая,5701013,2105,,шт.,150,162,200,250,38,88
Стойки,Стойка крыши правая,5701014,2105,,шт.,150,162,200,250,38,88
Стойки,Стойка крыши левая,,2121,,шт.,100,108,150,200,42,92
Стойки,Стойка крыши правая,,2121,,шт.,100,108,150,200,42,92
Стойки,Стойка крыши левая ,5601013,21213,,шт.,100,108,150,200,42,92
Стойки,Стойка крыши правая,5601012,21213,,шт.,100,108,150,200,42,92
Стойки,Стойка центральная левая ,5401129,2101,,шт.,220,237.6,250,300,12.4,62.4
Стойки,Стойка центральная правая,5401128,2101,,шт.,220,237.6,250,300,12.4,62.4
Стойки,Стойка центральная левая,5401129,2105,,шт.,190,205.2,220,250,14.8,44.8
Стойки,Стойка центральная правая,5401128,2105,,шт.,190,205.2,220,250,14.8,44.8
Стойки,Стойка центральная левая,5401131,2110,,шт.,400,432,450,500,18,68
Стойки,Стойка центральная правая,5401130,2110,,шт.,420,453.6,450,500,-3.60000000000002,46.4
Стойки,Стойка центральная левая,5401151,2121,,шт.,200,216,250,300,34,84
Стойки,Стойка центральная правая,5401150,2121,,шт.,200,216,250,300,34,84
Разное,Таз (Ниша запасного колеса) ,5101042,2108,,шт.,510,550.8,550,600,-0.799999999999954,49.2
Разное,Таз (Ниша запасного колеса) ,5101042,21099,,шт.,460,496.8,500,550,3.19999999999999,53.2
Разное,Таз (Ниша запасного колеса) ,5107120-01,2110,,шт.,660,712.8,750,800,37.2,87.2
Разное,Таз (Ниша запасного колеса) ,5107120-01,2112,,шт.,650,702,700,750,-2,48
Лонжероны,Топор (лонжерон переднего пола) правый,,2101,,шт.,70,75.6,80,100,4.40000000000001,24.4
Лонжероны,Топор (лонжерон переднего пола) левый,,2101,,шт.,70,75.6,80,100,4.40000000000001,24.4
УЗП,УЗП (Попереч. пола задняя) ,5101182,2104,,шт.,300,324,350,400,26,76
УЗП,УЗП (Попереч. пола задняя) ,5101184,2105 2106,,шт.,90,97.2,100,150,2.8,52.8
УЗП,УЗП (Попереч. пола задняя) ,5101276,2108,,шт.,80,86.4,100,150,13.6,63.6
УЗП,УЗП (Попереч. пола задняя),5101275-76,21099,,шт.,180,194.4,200,250,5.59999999999999,55.6
УЗП,УЗП (Попереч. пола задняя) ,5101276,2110,,шт.,230,248.4,250,300,1.59999999999999,51.6
УЗП,УЗП (Попереч. пола задняя) ,5101276,2111,,шт.,340,367.2,370,400,2.80000000000001,32.8
УЗП,УЗП (Попереч. пола задняя) ,5601096,21213,,шт.,200,216,250,300,34,84
УЗП,УЗП (Поперечина заднего пола) ,5101276,2123,,шт,550,594,600,700,6,106
Разное,Удлиннитель таза (надставка зад. пола) ,5101047,21099,,шт.,130,140.4,150,200,9.59999999999999,59.6
Усилители,Усилитель рамы ветрового окна левый,5201029,2101,,шт.,40,43.2,50,100,6.8,56.8
Усилители,Усилитель рамы ветрового окна правый ,5201028,2101,,шт.,40,43.2,50,100,6.8,56.8
Усилители,Усилитель рамы ветрового окна боковая левая ,5201035,2108,,шт.,80,86.4,100,150,13.6,63.6
Усилители,Усилитель рамы ветрового окна боковая правая ,5201034,2108,,шт.,80,86.4,100,150,13.6,63.6
Усилители,Усилитель рамы ветрового окна нижний левый узкий (кроншт соединит) ,5201073,2108,,шт,40,43.2,50,100,6.8,56.8
Усилители,Усилитель рамы ветрового окна нижний левый шир (соед боков и рамы ветрового окна) ,5401193,2108,,шт.,60,64.8,80,100,15.2,35.2
Усилители,Усилитель рамы ветрового окна нижний правый узкий (кроншт соединит) ,5201072,2108,,шт,40,43.2,50,100,6.8,56.8
Усилители,Усилитель рамы ветрового окна нижний правый шир (соед боков и рамы ветрового окна) ,5401192,2108,,шт.,60,64.8,80,100,15.2,35.2
Усилители,Усилитель рамы ветрового окна узкий левый ,5401339,2110,,шт.,120,129.6,150,200,20.4,70.4
Усилители,Усилитель рамы ветрового окна узкий правый ,5401338,2110,,шт.,120,129.6,150,200,20.4,70.4
Усилители,Усилитель рамы ветрового окна широкий левый ,5201027,2110,,шт.,130,140.4,150,200,9.59999999999999,59.6
Усилители,Усилитель рамы ветрового окна широкий правый ,5201026,2110,,шт.,130,140.4,150,200,9.59999999999999,59.6
Усилители,Усилитель рамы ветрового окна (накладка стойки рамы ветрового окна внутренняя) левый ,5201029,2121,,шт.,60,64.8,100,150,35.2,85.2
Усилители,Усилитель рамы ветрового окна (накладка стойки рамы ветрового окна внутренняя) правый ,5201028,2121,,шт.,50,54,100,150,46,96
Усилители,Усилитель рамы ветрового окна (усилитель двери внутренний) левый ,5401081,2121,,шт.,120,129.6,150,200,20.4,70.4
Усилители,Усилитель рамы ветрового окна (усилитель двери внутренний) правый ,5401080,2121,,шт.,120,129.6,150,200,20.4,70.4
Усилители,Усилитель брызговика (коробочка) левый,,2101,,шт.,30,32.4,40,50,7.6,17.6
Усилители,Усилитель брызговика (коробочка) правый,,2101,,шт.,30,32.4,40,50,7.6,17.6
Усилители,Усилитель брызговика (стрела) (в сборе) левый ,8403393,2110,,шт.,370,399.6,400,450,0.399999999999977,50.4
Усилители,Усилитель брызговика (стрела) (в сборе) правый ,8403392,2110,,шт.,370,399.6,400,450,0.399999999999977,50.4
Усилители,Усилитель брызговика (стрела) (гол) левый ,8403395,2110,,шт,330,356.4,350,400,-6.39999999999998,43.6
Усилители,Усилитель брызговика (стрела) (гол) правый ,8403394,2110,,шт,330,356.4,350,400,-6.39999999999998,43.6
Усилители,Усилитель брызговика (стрела) (ремчасть) левый,,2110,,шт,150,162,200,250,38,88
Усилители,Усилитель брызговика левый (задн. часть пер. лонж.) ,8403295,2123,,шт,700,756,800,900,44,144
Усилители,Усилитель брызговика правый (задн. часть пер. лонж.) ,8403294,2123,,шт,700,756,800,900,44,144
Усилители,Усилитель заднего левого крыла (длинный) ,8404031,2105,,шт.,40,43.2,50,100,6.8,56.8
Усилители,Усилитель заднего левого крыла (короткий) ,8404041,2105,,шт.,40,43.2,50,100,6.8,56.8
Усилители,Усилитель заднего правого крыла ,8404030,2105,,шт.,40,43.2,50,100,6.8,56.8
Усилители,Усилитель крыши (балка крыши) передний,5701072,1118,,шт,200,216,250,300,34,84
Усилители,Усилитель крыши,5701110,2101,,шт.,,0,,,0,0
Усилители,Усилитель крыши боковая левая ,5401089,2101,,шт,50,54,100,200,46,146
Усилители,Усилитель крыши (балка крыши) задний,5701120,2108,,шт.,170,183.6,200,250,16.4,66.4
Усилители,Усилитель крыши (балка крыши) передний,5701074,2108,,шт.,60,64.8,80,100,15.2,35.2
Усилители,Усилитель крыши средний,5701102,2108,,шт.,60,64.8,80,100,15.2,35.2
Усилители,Усилитель крыши боковой левый,5401087,2109,,шт.,100,108,150,200,42,92
Усилители,Усилитель крыши боковой правый ,5401086,2109,,шт.,100,108,150,200,42,92
Усилители,Усилитель крыши задний,5701124,21099,,шт.,100,108,150,200,42,92
Усилители,Усилитель крыши (балка крыши) задний,5701124,2110,,шт,130,140.4,150,200,9.59999999999999,59.6
Усилители,Усилитель крыши (балка крыши) задний,5701124,2112,,шт,130,140.4,150,200,9.59999999999999,59.6
Усилители,Усилитель крыши (Шеви)(балка крыши) зад ,5701120,2123,,шт,350,378,400,450,22,72
Усилители,Усилитель крыши (Шеви)(балка крыши) перед ,5701072,2123,,шт,200,216,250,300,34,84
Усилители,Усилитель панели брызговика (змейка) левый ,8403287-00,2108,,шт.,40,43.2,50,100,6.8,56.8
Усилители,Усилитель панели брызговика (змейка) правый ,8403288-00,2108,,шт.,40,43.2,50,100,6.8,56.8
Усилители,Усилитель пер лонжерона внутр левый ,8403269,2108,,шт.,90,97.2,120,150,22.8,52.8
Усилители,Усилитель пер лонжерона внутр правый ,8403268,2108,,шт.,90,97.2,120,150,22.8,52.8
Усилители,Усилитель пер лонжерона внутр правый ,8403342,2110,,шт,500,540,550,600,10,60
Усилители,Усилитель пола (лонжерон пола передний) левый ,5101303,2108,,шт.,60,64.8,70,100,5.2,35.2
Усилители,Усилитель пола (лонжерон пола передний) правый ,5101302,2108,,шт.,60,64.8,70,100,5.2,35.2
Усилители,Усилитель пола (лонжерон пола передний) левый ,5101303,2110,,шт.,60,64.8,80,100,15.2,35.2
Усилители,Усилитель пола (лонжерон пола передний) правый ,5101302,2110,,шт,60,64.8,80,100,15.2,35.2
Усилители,Усилитель пола (лонжерон пола передний) передний ,5101302,2121,,шт.,70,75.6,100,150,24.4,74.4
Усилители,Усилитель пола (лонжерон-надставка рогов) задний левый ,5101307,2121,,шт.,70,75.6,100,150,24.4,74.4
Усилители,Усилитель пола (лонжерон-надставка рогов) задний правый ,5101306,2121,,шт.,70,75.6,100,150,24.4,74.4
Усилители,Усилитель пола багажника (лодочка) ,5101165,2101,,шт.,30,32.4,40,50,7.6,17.6
Усилители,Усилитель порога (накладка боков нижн) левый ,5401103,1118,,шт,200,216,250,300,34,84
Усилители,Усилитель порога (накладка боков нижн) правый ,5401102,1118,,шт,200,216,250,300,34,84
Усилители,Усилитель порога (ВАЗ) (Накладка боковины),5401100,2101,,шт.,45,48.6,50,70,1.4,21.4
Усилители,Усилитель порога (накладка боков нижн) ,5401102,2108,,шт.,40,43.2,50,70,6.8,26.8
Усилители,Усилитель порога длинный ,5401102,2109,,шт.,40,43.2,40,50,-3.2,6.8
Усилители,Усилитель порога короткий ,5401104,2109,,шт.,20,21.6,40,50,18.4,28.4
Усилители,Усилитель порога (накладка боков нижн) левый ,5401103,2110,,шт,450,486,500,550,14,64
Усилители,Усилитель порога (накладка боков нижн) правый ,5401102,2110,,шт,450,486,500,550,14,64
Усилители,Усилитель порога ,5401102,2121,,шт.,40,43.2,50,70,6.8,26.8
Усилители,Усилитель стойки передний левый ,5401181,2101,,шт,130,140.4,150,200,9.59999999999999,59.6
Усилители,Усилитель стойки передний правый ,5401180,2101,,шт,130,140.4,150,200,9.59999999999999,59.6
Усилители,Усилитель стойки передний левый ,5401181,2105,,шт.,100,108,130,150,22,42
Усилители,Усилитель стойки передний правый ,5401180,2105,,шт.,100,108,130,150,22,42
Усилители,Усилитель стойки передний левый ,5401121,2108,,шт.,160,172.8,200,250,27.2,77.2
Усилители,Усилитель стойки передний правый ,5401120,2108,,шт.,160,172.8,200,250,27.2,77.2
Усилители,Усилитель стойки передний левый ,5401121,2110,,шт.,190,205.2,220,250,14.8,44.8
Усилители,Усилитель стойки передний правый ,5401120,2110,,шт.,190,205.2,220,250,14.8,44.8
Усилители,Усилитель стойки передний левый ,5401121,2121,,шт.,150,162,180,200,18,38
Усилители,Усилитель стойки передний правый ,5401120,2121,,шт.,150,162,180,200,18,38
Усилители,Усилитель стойки центральной правый ,5401150,2108,,шт.,60,64.8,80,100,15.2,35.2
Усилители,Усилитель стойки центральной левый ,5401151,2108,,шт.,100,108,130,150,22,42
Усилители,Усилитель стойки центральной левый ,5401151,2109,,шт.,180,194.4,200,250,5.59999999999999,55.6
Усилители,Усилитель стойки центральной правый ,5401150,2109,,шт.,180,194.4,200,250,5.59999999999999,55.6
Усилители,Усилитель стойки центральной левый ,5401151,2123,,шт,400,432,500,600,68,168
Усилители,Усилитель стойки центральной правый ,5401150,2123,,шт,400,432,500,600,68,168
Усилители,Усилитель щита мотора левый,,2101,,шт.,40,43.2,50,100,6.8,56.8
Усилители,Усилитель щита мотора пр,,2101,,шт.,40,43.2,50,100,6.8,56.8
Усилители,Усилитель щита мотора внутренняя(торпед) ,5301364,2107,,шт.,250,270,200,150,-70,-120
Усилители,Усилитель щита мотора нижний ,5301102,2108,,шт.,80,86.4,100,150,13.6,63.6
Усилители,Усилитель щита мотора нижний ,5301102,2110,,шт,300,324,350,500,26,176
Оптика,Фара (БОШ) левая,,1118,,шт,2550,2754,2800,3000,46,246
Оптика,Фара (БОШ) правая 0 301 217 202-01,,1118,,шт,2550,2754,2800,3000,46,246
Оптика,Фара (2-ой сорт) левая,,2105,,шт.,400,432,450,500,18,68
Оптика,Фара (2-ой сорт) правая,,2105,,шт.,400,432,450,500,18,68
Оптика,Фара (КИР) левая 391,,2105,,шт,750,810,800,850,-10,40
Оптика,Фара (КИР) правая 39,,2105,,шт.,750,810,800,850,-10,40
Оптика,Фара (ОСВАР) левая,,2105,,шт.,700,756,750,800,-6,44
Оптика,Фара (ОСВАР) правая 95,,2105,,шт.,700,756,750,800,-6,44
Оптика,Фара (2-ой сорт) левая,,2108,,шт.,420,453.6,450,500,-3.60000000000002,46.4
Оптика,Фара (2-ой сорт) правая,,2108,,шт.,420,453.6,450,500,-3.60000000000002,46.4
Оптика,Фара (КИР) левая 351,,2108,,шт.,750,810,800,850,-10,40
Оптика,Фара (КИР) правая 35,,2108,,шт.,750,810,800,850,-10,40
Оптика,Фара (ОСВАР) левая 931,,2108,,шт.,700,756,750,800,-6,44
Оптика,Фара (ОСВАР) правая 93,,2108,,шт.,700,756,750,800,-6,44
Оптика,Фара (БОШ) левая 0 301 050 013,,2110,,шт.,1050,1134,1150,1250,16,116
Оптика,Фара (БОШ) правая 0 301 050 014,,2110,,шт.,1050,1134,1150,1250,16,116
Оптика,Фара (КИР) левая 583,,2110,,шт.,1200,1296,1300,1400,4,104
Оптика,Фара (КИР) правая 582,,2110,,шт.,1200,1296,1300,1400,4,104
Оптика,Фара (БОШ) левая,,2115,,шт,1100,1188,1200,1300,12,112
Оптика,Фара (БОШ) лев(белый поворот),,2115,,шт,1150,1242,1250,1350,8,108
Оптика,Фара (БОШ) правая,,2115,,шт,1100,1188,1200,1300,12,112
Оптика,Фара (БОШ) пр(белый поворот),,2115,,шт,1150,1242,1250,1350,8,108
Оптика,Фара (КИР) левая 742.3711,,2115,,шт,1250,1350,1350,1450,0,100
Оптика,Фара (КИР) прав 743.3711,,2115,,шт,1250,1350,1350,1450,0,100
Оптика,Фара (БОШ) левая,,2123,,шт,2600,2808,2800,3000,-8,192
Оптика,Фара (БОШ) правая,,2123,,шт,2600,2808,2800,3000,-8,192
Оптика,Фонарь задний в сборе левый,,1118,,шт,600,648,650,700,2,52
Оптика,Фонарь задний в сборе правый,,1118,,шт,600,648,650,700,2,52
Оптика,Фонарь (корпус) левый,,2104,,шт,220,237.6,250,300,12.4,62.4
Оптика,Фонарь (корпус) правый,,2104,,шт,220,237.6,250,300,12.4,62.4
Оптика,Фонарь задний в сборе левый,,2104,,шт,320,345.6,350,400,4.39999999999998,54.4
Оптика,Фонарь задний в сборе правый,,2104,,шт,320,345.6,350,400,4.39999999999998,54.4
Оптика,Фонарь задний в сборе левый,,2105,,шт.,320,345.6,350,400,4.39999999999998,54.4
Оптика,Фонарь задний в сборе правый,,2105,,шт.,320,345.6,350,400,4.39999999999998,54.4
Оптика,Фонарь задний в сборе левый,,2107,,шт.,390,421.2,420,450,-1.19999999999999,28.8
Оптика,Фонарь задний в сборе правый,,2107,,шт.,390,421.2,420,450,-1.19999999999999,28.8
Оптика,Фонарь задний в сборе левый,,2108,,шт.,530,572.4,600,650,27.6,77.6
Оптика,Фонарь задний в сборе правый,,2108,,шт.,530,572.4,600,650,27.6,77.6
Оптика,Фонарь задний голый (Прибалтика) левый,,2108,,шт,270,291.6,300,350,8.39999999999998,58.4
Оптика,Фонарь задний голый (Прибалтика) правый,,2108,,шт,270,291.6,300,350,8.39999999999998,58.4
Оптика,Фонарь задний голый левый,,2108,,шт.,420,453.6,450,500,-3.60000000000002,46.4
Оптика,Фонарь задний голый правый,,2108,,шт.,420,453.6,450,500,-3.60000000000002,46.4
Оптика,Фонарь внутренний в сборе левый (квадрат),,2110,,шт.,270,291.6,300,350,8.39999999999998,58.4
Оптика,Фонарь внутренний в сборе правый (квадрат),,2110,,шт.,270,291.6,300,350,8.39999999999998,58.4
Оптика,Фонарь внутренний голый левый (квадрат),,2110,,шт.,150,162,170,200,8,38
Оптика,Фонарь внутренний голый правый (квадрат),,2110,,шт.,150,162,170,200,8,38
Оптика,Фонарь задний боковой в сборе левый,,2110,,шт.,400,432,450,500,18,68
Оптика,Фонарь задний боковой в сборе правый,,2110,,шт.,400,432,450,500,18,68
Оптика,Фонарь задний боковой голый левый,,2110,,шт.,,0,,,0,0
Оптика,Фонарь задний боковой голый правый,,2110,,шт.,,0,,,0,0
Оптика,Фонарь внутренний в сборе левый (квадрат),,2111,,шт,280,302.4,300,350,-2.39999999999998,47.6
Оптика,Фонарь внутренний в сборе правый (квадрат),,2111,,шт,280,302.4,300,350,-2.39999999999998,47.6
Оптика,Фонарь внутренний голый левый (квадрат),,2111,,шт,,0,,,0,0
Оптика,Фонарь задний боковой в сборе левый,,2111,,шт,360,388.8,400,450,11.2,61.2
Оптика,Фонарь задний боковой в сборе правый,,2111,,шт,360,388.8,400,450,11.2,61.2
Оптика,Фонарь задний боковой голый левый,,2111,,шт,260,280.8,300,350,19.2,69.2
Оптика,Фонарь задний боковой голый правый,,2111,,шт,260,280.8,300,350,19.2,69.2
Оптика,Фонарь внутренний в сборе левый (квадрат),,2115,,шт,270,291.6,300,350,8.39999999999998,58.4
Оптика,Фонарь внутренний в сборе правый (квадрат),,2115,,шт,270,291.6,300,350,8.39999999999998,58.4
Оптика,Фонарь внутренний голый левый (квадрат),,2115,,шт,180,194.4,200,250,5.59999999999999,55.6
Оптика,Фонарь внутренний гол правый (квадрат),,2115,,шт,180,194.4,200,250,5.59999999999999,55.6
Оптика,Фонарь задний боковой в сборе левый,,2115,,шт,530,572.4,600,650,27.6,77.6
Оптика,Фонарь задний боковой в сборе правый,,2115,,шт,530,572.4,600,650,27.6,77.6
Оптика,Фонарь задний боковой голый правый,,2115,,шт,,0,,,0,0
Оптика,Фонарь (корпус) левый,,21213,,шт,200,216,250,300,34,84
Оптика,Фонарь (корпус) правый,,21213,,шт,200,216,250,300,34,84
Оптика,Фонарь задний в сборе левый,,21213,,шт,330,356.4,370,400,13.6,43.6
Оптика,Фонарь задний в сборе правый,,21213,,шт,330,356.4,370,400,13.6,43.6
Оптика,Фонарь задний в сборе левый,,2123,,шт,820,885.6,900,1000,14.4,114.4
Оптика,Фонарь задний в сборе правый,,2123,,шт,820,885.6,900,1000,14.4,114.4
Форточки,Форточка задняя внутренняя левая ,5401427,2110,,шт,150,162,200,250,38,88
Форточки,Форточка задняя внутренняя правая,5401426,2110,,шт.,150,162,200,250,38,88
Форточки,Форточка задняя наружная левая ,5601013,2110,,шт.,130,140.4,170,200,29.6,59.6
Форточки,Форточка задняя наружная правая ,5601012,2110,,шт.,130,140.4,170,200,29.6,59.6
Форточки,Форточка задняя левая ,5401427,2112,,шт.,350,378,400,450,22,72
Форточки,Форточка задняя правая ,5401426,2112,,шт.,280,302.4,350,400,47.6,97.6
Разное,Шайба М5 для сабли,,2107,,шт,,0,,,0,0
Щиты/Щитки,Щит мотора ,5301280,2105,,шт.,300,324,350,400,26,76
Щиты/Щитки,Щит мотора голый,5301086,2108,,шт.,400,432,450,500,18,68
Щиты/Щитки,Щит мотора в сборе ,5301080,2110,,шт,700,756,750,900,-6,144
Щиты/Щитки,Щит мотора ,5301086,2121,,шт,300,324,400,500,76,176
Щиты/Щитки,Щиток радиатора (верхняя планка),,2101,,шт.,30,32.4,40,50,7.6,17.6
